Unnamed: 0,Unnamed: 0.1,Country,Total Cases,New Cases (+),Total Deaths,New Deaths (+),Total Recovered,Active Cases,Serious Critical,Total Cases/1M pop,Total Deaths/1M pop,Total Tests,Total Tests/1M pop,Date & Time
0.0,103.0,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 00:58:18.013389
103.0,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 00:58:18.013389
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:04:27.267094
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:09:31.910915
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:14:36.356913
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:19:40.873966
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:24:44.773985
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:29:48.924870
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:34:53.046987
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:39:57.245044
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:45:01.224374
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:50:05.334452
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 01:55:09.724467
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:00:13.762728
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:05:17.933671
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:10:21.490892
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:15:25.654397
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:20:29.781667
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:25:33.961495
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:30:38.021814
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:35:42.166126
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:40:46.240392
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:45:50.338725
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:50:54.535026
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 02:55:58.704356
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:01:02.862380
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:06:06.499314
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:11:10.980734
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:16:15.187790
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:21:19.365517
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:26:23.610950
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:31:27.856370
,,Mauritius,186,,7,,,179,1,146,6,,,2020-04-04 03:36:32.110722
,,Mauritius,196,10.0,7,,,189,1,154,6,,,2020-04-04 03:41:36.371017
,,Mauritius,196,10.0,7,,,189,1,154,6,,,2020-04-04 03:46:40.544393
,,Mauritius,196,10.0,7,,,189,1,154,6,,,2020-04-04 03:51:44.811673
,,Mauritius,196,10.0,7,,,189,1,154,6,,,2020-04-04 03:56:49.119949
,,Mauritius,196,10.0,7,,,189,1,154,6,,,2020-04-04 04:01:53.476810
,,Mauritius,196,10.0,7,,,189,1,154,6,,,2020-04-04 04:06:57.968253
